id,price,time_since_posting,imgurl,url
691017156,750,8,https://images.craigslist.org/00G0G_imL9emkLfUJ_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/sofa-love-seat-couch-elegant/6910171564.html
691385128,40,2,https://images.craigslist.org/00C0C_2WcCfzHW5Dj_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/montebello-couch-6ft-long/6913851287.html
690844918,500,10,https://images.craigslist.org/00N0N_lc06sJjpdAC_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-three-piece-reclining/6908449186.html
691113654,400,6,https://images.craigslist.org/00k0k_IbFXtph6Dg_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-giant-red-couch-excellent/6911136540.html
691611429,75,0,https://images.craigslist.org/00b0b_jWmZNxqjtQS_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/canoga-park-4-large-couch-pillows/6916114299.html
691162184,120,6,https://images.craigslist.org/00Y0Y_dUtp42cIbZk_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/torrance-couch-gently-used/6911621843.html
691302979,215,4,https://images.craigslist.org/00s0s_8o0SlTfAqQH_600x450.jpg,https://losangeles.craigslist.org/sgv/fuo/d/san-gabriel-leather-yellow-couch/6913029796.html
691609211,380,0,https://images.craigslist.org/00Y0Y_JQZUtjaImE_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/costa-mesa-like-new-sectional-couch/6916092119.html
691364216,449,3,https://images.craigslist.org/01414_gbsu9iWQl5v_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/la-habra-new-in-box-sofa-couch/6913642163.html
691364375,485,3,https://images.craigslist.org/00D0D_9g20iiE3yeg_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/la-habra-sofa-sectional-couch-set-brand/6913643754.html
691075358,449,7,https://images.craigslist.org/00o0o_iiz6aBEVDk4_600x450.jpg,https://losangeles.craigslist.org/sgv/fuo/d/diamond-bar-new-in-box-sofa-couch/6910753583.html
691075379,449,7,https://images.craigslist.org/00o0o_iiz6aBEVDk4_600x450.jpg,https://losangeles.craigslist.org/sgv/fuo/d/diamond-bar-new-in-box-sofa-couch/6910753795.html
691609060,200,0,https://images.craigslist.org/01313_7H1LxovoZlg_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-black-leather-couch-ottoman/6916090602.html
691608271,100,0,https://images.craigslist.org/00T0T_d1ZbXffJAmw_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-gray-3-seater-ikea-kivik/6916082711.html
691607816,150,0,https://images.craigslist.org/00C0C_49uXpacl1fU_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-large-mid-century-couch-12/6916078165.html
691607729,200,0,https://images.craigslist.org/00H0H_4a6lbBYROxX_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-gypsy-teal-daybed-couch-for/6916077296.html
691606526,500,0,https://images.craigslist.org/00101_gODtVAd8kBJ_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/north-hollywood-2-piece-sectional-raf/6916065265.html
691209171,150,5,https://images.craigslist.org/00b0b_8pIfUdgmjML_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/encino-couch-with-pillows-in-excellent/6912091711.html
691249664,725,4,https://images.craigslist.org/00M0M_3QwAw0SRx2J_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-large-sectional-couch-for/6912496644.html
691433173,700,2,https://images.craigslist.org/00R0R_qakUNtKk3M_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/studio-city-beautiful-couch-and-love/6914331730.html
691603821,160,0,https://images.craigslist.org/00e0e_kcg6FXyxsHk_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-sofa-couch/6916038211.html
691603537,150,0,https://images.craigslist.org/00q0q_beYt0siQWKU_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/west-hills-brown-couch-pull-out-bed/6916035376.html
691603230,470,0,https://images.craigslist.org/01212_gX1ICDPjt1K_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-gray-textured-modern/6916032303.html
690419368,150,16,https://images.craigslist.org/00F0F_4UBFfF9hcqc_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/huntington-beach-couch-and-love-seat/6904193688.html
690419753,60,16,https://images.craigslist.org/00101_32DWjh9HF5K_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/huntington-beach-couch-table/6904197531.html
691600109,0,0,https://images.craigslist.org/00b0b_c9O1Yrki3jB_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/custom-wooden-furniture-couch-bench/6916001093.html
691365927,75,3,https://images.craigslist.org/00S0S_cGRxLjYEL9a_600x450.jpg,https://losangeles.craigslist.org/sgv/fuo/d/azusa-leather-shape-couch/6913659276.html
691235544,200,5,https://images.craigslist.org/01515_c2ViPaBaNGL_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/santa-monica-sofa-company-shaped-couch/6912355445.html
691599095,120,0,https://images.craigslist.org/00b0b_kBlmHmQ8rd3_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/inglewood-ikea-muren-recliner-couch/6915990956.html
691342099,450,3,https://images.craigslist.org/00O0O_a2eomcK4jtq_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/canoga-park-outdoor-patio-couch-with/6913420991.html
691598539,400,0,https://images.craigslist.org/00D0D_hDbFSDZ13NT_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/la-crescenta-white-ivory-leather-couch/6915985395.html
689729329,650,25,https://images.craigslist.org/00O0O_2xshHemMz5l_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-caluco-patio-couch-with/6897293294.html
689729728,650,25,https://images.craigslist.org/00O0O_2xshHemMz5l_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-caluco-patio-couch-with/6897297288.html
690093691,650,20,https://images.craigslist.org/00O0O_2xshHemMz5l_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-caluco-patio-couch-with/6900936915.html
690360798,650,16,https://images.craigslist.org/00O0O_2xshHemMz5l_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-caluco-patio-couch-with/6903607984.html
690537873,650,14,https://images.craigslist.org/00O0O_2xshHemMz5l_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-caluco-patio-couch-with/6905378732.html
690537903,650,14,https://images.craigslist.org/00O0O_2xshHemMz5l_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-caluco-patio-couch-with/6905379035.html
690752199,650,11,https://images.craigslist.org/00O0O_2xshHemMz5l_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-caluco-patio-couch-with/6907521997.html
690752659,650,11,https://images.craigslist.org/00O0O_2xshHemMz5l_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-caluco-patio-couch-with/6907526597.html
690894315,650,9,https://images.craigslist.org/00O0O_2xshHemMz5l_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-caluco-patio-couch-with/6908943156.html
690895363,650,9,https://images.craigslist.org/00O0O_2xshHemMz5l_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-caluco-patio-couch-with/6908953637.html
691597981,100,0,https://images.craigslist.org/00e0e_hixYQGGqtrI_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/santa-monica-rustic-couch-side-tv/6915979818.html
691597642,400,0,https://images.craigslist.org/00F0F_dhe82KKxYh2_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/garden-grove-natuzzi-couch/6915976424.html
691597658,600,0,https://images.craigslist.org/00505_ifUt4Qb4BYy_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/brea-crate-barrel-couch-sofa/6915976589.html
691597371,1750,0,https://images.craigslist.org/00t0t_epMT4kTtOnS_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/venice-huge-sectional-couch-seeks-home/6915973719.html
691597112,750,0,https://images.craigslist.org/00I0I_5QLHX7cNcV0_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/west-hollywood-couch-cool-unique-mid/6915971127.html
689734005,500,25,https://images.craigslist.org/00h0h_9xpDl5H9ypa_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/brea-crate-barrel-couch-sofa/6897340054.html
690471988,400,15,https://images.craigslist.org/00f0f_h1gctbzwwIN_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/yorba-linda-grey-velvet-couch-hide-bed/6904719889.html
690015796,60,21,https://images.craigslist.org/00f0f_6feDM1KHNJ8_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/northridge-suede-sofa-couch-beige/6900157964.html
691595941,200,0,https://images.craigslist.org/00808_4LD0tPqkxk0_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-west-elm-tufted-gray-couch/6915959412.html
691595963,300,0,https://images.craigslist.org/00W0W_kpIV66guFZP_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-denim-couch/6915959638.html
691595857,0,0,https://images.craigslist.org/00E0E_gI5TjFBjOAb_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-sectional-couch-for-sale/6915958579.html
691595272,250,0,https://images.craigslist.org/01010_8PFyzRrSHYE_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/burbank-couch-pair/6915952727.html
