id,price,time_since_posting,imgurl,url
691017156,750,8.0,https://images.craigslist.org/00G0G_imL9emkLfUJ_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/sofa-love-seat-couch-elegant/6910171564.html
691611320,200,0.0,https://images.craigslist.org/00v0v_jMFiHfxCvOt_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/culver-city-couch-sleeper-sofa-for-sale/6916113206.html
690844918,500,10.0,https://images.craigslist.org/00N0N_lc06sJjpdAC_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-three-piece-reclining/6908449186.html
691113654,400,6.0,https://images.craigslist.org/00k0k_IbFXtph6Dg_600x450.jpg,https://losangeles.craigslist.org/wst/fuo/d/los-angeles-giant-red-couch-excellent/6911136540.html
691611429,75,0.0,https://images.craigslist.org/00b0b_jWmZNxqjtQS_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/canoga-park-4-large-couch-pillows/6916114299.html
691302979,215,4.0,https://images.craigslist.org/00s0s_8o0SlTfAqQH_600x450.jpg,https://losangeles.craigslist.org/sgv/fuo/d/san-gabriel-leather-yellow-couch/6913029796.html
691609211,380,0.0,https://images.craigslist.org/00Y0Y_JQZUtjaImE_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/costa-mesa-like-new-sectional-couch/6916092119.html
691364216,449,3.0,https://images.craigslist.org/01414_gbsu9iWQl5v_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/la-habra-new-in-box-sofa-couch/6913642163.html
691364375,485,3.0,https://images.craigslist.org/00D0D_9g20iiE3yeg_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/la-habra-sofa-sectional-couch-set-brand/6913643754.html
691075358,449,7.0,https://images.craigslist.org/00o0o_iiz6aBEVDk4_600x450.jpg,https://losangeles.craigslist.org/sgv/fuo/d/diamond-bar-new-in-box-sofa-couch/6910753583.html
691075379,449,7.0,https://images.craigslist.org/00o0o_iiz6aBEVDk4_600x450.jpg,https://losangeles.craigslist.org/sgv/fuo/d/diamond-bar-new-in-box-sofa-couch/6910753795.html
691209171,150,5.0,https://images.craigslist.org/00b0b_8pIfUdgmjML_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/encino-couch-with-pillows-in-excellent/6912091711.html
691433173,700,2.0,https://images.craigslist.org/00R0R_qakUNtKk3M_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/studio-city-beautiful-couch-and-love/6914331730.html
691603230,470,0.0,https://images.craigslist.org/01212_gX1ICDPjt1K_600x450.jpg,https://losangeles.craigslist.org/lac/fuo/d/los-angeles-gray-textured-modern/6916032303.html
690419368,150,16.0,https://images.craigslist.org/00F0F_4UBFfF9hcqc_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/huntington-beach-couch-and-love-seat/6904193688.html
690419753,60,16.0,https://images.craigslist.org/00101_32DWjh9HF5K_600x450.jpg,https://orangecounty.craigslist.org/fuo/d/huntington-beach-couch-table/6904197531.html
691600109,0,0.0,https://images.craigslist.org/00b0b_c9O1Yrki3jB_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/custom-wooden-furniture-couch-bench/6916001093.html
691342099,450,3.0,https://images.craigslist.org/00O0O_a2eomcK4jtq_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/canoga-park-outdoor-patio-couch-with/6913420991.html
689729329,650,25.0,https://images.craigslist.org/00O0O_2xshHemMz5l_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-caluco-patio-couch-with/6897293294.html
689729728,650,25.0,https://images.craigslist.org/00O0O_2xshHemMz5l_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-caluco-patio-couch-with/6897297288.html
690093691,650,20.0,https://images.craigslist.org/00O0O_2xshHemMz5l_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-caluco-patio-couch-with/6900936915.html
690360798,650,16.0,https://images.craigslist.org/00O0O_2xshHemMz5l_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-caluco-patio-couch-with/6903607984.html
690537873,650,14.0,https://images.craigslist.org/00O0O_2xshHemMz5l_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-caluco-patio-couch-with/6905378732.html
690537903,650,14.0,https://images.craigslist.org/00O0O_2xshHemMz5l_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-caluco-patio-couch-with/6905379035.html
690752199,650,11.0,https://images.craigslist.org/00O0O_2xshHemMz5l_600x450.jpg,https://losangeles.craigslist.org/sfv/fuo/d/woodland-hills-caluco-patio-couch-with/6907521997.html
